sqft,sale_price ,sale_price_pred ,,,Error: A-B,,Absolute Value of Error: ABS(B-C),,Square of Error: F^2,,Absolute Values of Errors Divided by Actual Values: ABS((B-C)/B6,,,
1920,103600,178426.1535,,,-101680,,74826.1535,,10338822400,,0.722260169,,,
1975,165000,182552.1864,,,-163025,,17552.1864,,26577150625,,0.106376887,,,
3025,257500,261321.9061,,,-254475,,3821.9061,,64757525625,,0.014842354,,,
2028,140000,186528.1818,,,-137972,,46528.1818,,19036272784,,0.332344156,,,
1752,148500,165822.9983,,,-146748,,17322.9983,,21534975504,,0.116653187,,,
1774,87000,167473.4115,,,-85226,,80473.4115,,7263471076,,0.924981741,,,
792,109500,93804.96886,,,-108708,,15695.03114,,11817429264,,0.143333618,,,
2046,372500,187878.5198,,,-370454,,184621.4802,,1.37236E+11,,0.495628135,,,
1815,128500,170549.1815,,,-126685,,42049.1815,,16049089225,,0.327230984,,,
1466,143000,144367.627,,,-141534,,1367.627,,20031873156,,0.009563825,,,
1702,159434,162072.0593,,,-157732,,2638.0593,,24879383824,,0.016546404,,,
2294,173000,206483.1774,,,-170706,,33483.1774,,29140538436,,0.193544378,,,
2727,285000,238966.3095,,,-282273,,46033.6905,,79678046529,,0.161521721,,,
1839,221000,172349.6322,,,-219161,,48650.3678,,48031543921,,0.220137411,,,
2918,207500,253294.8966,,,-204582,,45794.8966,,41853794724,,0.220698297,,,
1761,227875,166498.1673,,,-226114,,61376.8327,,51127540996,,0.269344301,,,
1341,148800,134990.2794,,,-147459,,13809.7206,,21744156681,,0.092807262,,,
2364,392000,211734.4921,,,-389636,,180265.5079,,1.51816E+11,,0.45986099,,,
1382,194700,138066.0495,,,-193318,,56633.9505,,37371849124,,0.29087802,,,
1545,141000,150294.1107,,,-139455,,9294.1107,,19447697025,,0.065915679,,,
5771,755000,467323.4778,,,-749229,,287676.5222,,5.61344E+11,,0.381028506,,,
3484,335000,295755.5264,,,-331516,,39244.4736,,1.09903E+11,,0.117147682,,,
1073,108480,114885.2462,,,-107407,,6405.2462,,11536263649,,0.059045411,,,
1539,141500,149843.998,,,-139961,,8343.998,,19589081521,,0.058968184,,,
2117,176000,193204.8533,,,-173883,,17204.8533,,30235297689,,0.097754848,,,
1232,89000,126813.2324,,,-87768,,37813.2324,,7703221824,,0.42486778,,,
1358,123500,136265.5987,,,-122142,,12765.5987,,14918668164,,0.103365172,,,
1447,138500,142942.2702,,,-137053,,4442.2702,,18783524809,,0.032074153,,,
1407,196000,139941.519,,,-194593,,56058.481,,37866435649,,0.286012658,,,
3074,312500,264997.8264,,,-309426,,47502.1736,,95744449476,,0.152006956,,,
1164,140000,121711.9553,,,-138836,,18288.0447,,19275434896,,0.130628891,,,
2576,361919,227638.4736,,,-359343,,134280.5264,,1.29127E+11,,0.3710237,,,
1812,140000,170324.1251,,,-138188,,30324.1251,,19095923344,,0.216600894,,,
2196,213000,199131.3369,,,-210804,,13868.6631,,44438326416,,0.065111094,,,
1092,55000,116310.6031,,,-53908,,61310.6031,,2906072464,,1.114738238,,,
3043,302000,262672.2442,,,-298957,,39327.7558,,89375287849,,0.130224357,,,
2187,254000,198456.1679,,,-251813,,55543.8321,,63409786969,,0.218676504,,,
1456,179540,143617.4392,,,-178084,,35922.5608,,31713911056,,0.200081101,,,
904,109900,102207.0723,,,-108996,,7692.9277,,11880128016,,0.069999342,,,
729,52000,89078.78567,,,-51271,,37078.78567,,2628715441,,0.713053571,,,
1178,102776,122762.2182,,,-101598,,19986.2182,,10322153604,,0.194463865,,,
1995,189000,184052.562,,,-187005,,4947.438,,34970870025,,0.026176921,,,
1749,129000,165597.942,,,-127251,,36597.942,,16192817001,,0.283704977,,,
2012,130500,185327.8813,,,-128488,,54827.8813,,16509166144,,0.420137021,,,
1350,165000,135665.4485,,,-163650,,29334.5515,,26781322500,,0.177785161,,,
2554,159500,225988.0604,,,-156946,,66488.0604,,24632046916,,0.416853043,,,
2262,157000,204082.5764,,,-154738,,47082.5764,,23943848644,,0.299889022,,,
3591,341000,303782.536,,,-337409,,37217.464,,1.13845E+11,,0.109142123,,,
1494,128500,146468.1529,,,-127006,,17968.1529,,16130524036,,0.139829984,,,
2890,275000,251194.3707,,,-272110,,23805.6293,,74043852100,,0.086565925,,,
1510,143000,147668.4534,,,-141490,,4668.4534,,20019420100,,0.032646527,,,
1055,124500,113534.9082,,,-123445,,10965.0918,,15238668025,,0.088073027,,,
1470,135000,144667.7022,,,-133530,,9667.7022,,17830260900,,0.071612609,,,
2932,320000,254345.1595,,,-317068,,65654.8405,,1.00532E+11,,0.205171377,,,
1239,120500,127338.3638,,,-119261,,6838.3638,,14223186121,,0.056749907,,,
2488,222000,221036.8209,,,-219512,,963.1791,,48185518144,,0.004338645,,,
1956,194500,181126.8296,,,-192544,,13373.1704,,37073191936,,0.06875666,,,
1776,110000,167623.449,,,-108224,,57623.449,,11712434176,,0.523849536,,,
1000,103000,109408.8752,,,-102000,,6408.8752,,10404000000,,0.062222089,,,
2796,236500,244142.6053,,,-233704,,7642.6053,,54617559616,,0.032315456,,,
1932,187500,179326.3788,,,-185568,,8173.6212,,34435482624,,0.043592646,,,
2283,222500,205657.9708,,,-220217,,16842.0292,,48495527089,,0.075694513,,,
1738,131400,164772.7354,,,-129662,,33372.7354,,16812234244,,0.253978199,,,
948,108000,105507.8986,,,-107052,,2492.1014,,11460130704,,0.023075013,,,
2158,163000,196280.6233,,,-160842,,33280.6233,,25870148964,,0.204175603,,,
1040,93500,112409.6265,,,-92460,,18909.6265,,8548851600,,0.202241995,,,
1801,239900,169498.9186,,,-238099,,70401.0814,,56691133801,,0.293460114,,,
2400,179000,214435.1682,,,-176600,,35435.1682,,31187560000,,0.197961834,,,
1728,190000,164022.5476,,,-188272,,25977.4524,,35446345984,,0.136723434,,,
1432,132000,141816.9885,,,-130568,,9816.9885,,17048002624,,0.074371125,,,
1744,142000,165222.8481,,,-140256,,23222.8481,,19671745536,,0.163541184,,,
1349,179000,135590.4297,,,-177651,,43409.5703,,31559877801,,0.242511566,,,
1908,175000,177525.9281,,,-173092,,2525.9281,,29960840464,,0.014433875,,,
2070,180000,189678.9706,,,-177930,,9678.9706,,31659084900,,0.053772059,,,
3290,299800,281201.883,,,-296510,,18598.117,,87918180100,,0.06203508,,,
2556,236000,226138.098,,,-233444,,9861.902,,54496101136,,0.04178772,,,
2640,265979,232439.6755,,,-263339,,33539.3245,,69347428921,,0.126097641,,,
2639,260400,232364.6568,,,-257761,,28035.3432,,66440733121,,0.107662608,,,
1529,98000,149093.8102,,,-96471,,51093.8102,,9306653841,,0.52136541,,,
1140,96500,119911.5045,,,-95360,,23411.5045,,9093529600,,0.242606264,,,
1320,162000,133414.8851,,,-160680,,28585.1149,,25818062400,,0.176451327,,,
2694,217000,236490.6897,,,-214306,,19490.6897,,45927061636,,0.089818847,,,
2098,275500,191779.4964,,,-273402,,83720.5036,,74748653604,,0.303885675,,,
1465,156000,144292.6083,,,-154535,,11707.3917,,23881066225,,0.075047383,,,
1852,172500,173324.8764,,,-170648,,824.8764,,29120739904,,0.004781892,,,
1788,212000,168523.6744,,,-210212,,43476.3256,,44189084944,,0.205077008,,,
1824,158900,171224.3505,,,-157076,,12324.3505,,24672869776,,0.077560419,,,
2050,179400,188178.5949,,,-177350,,8778.5949,,31453022500,,0.048933082,,,
2587,290000,228463.6802,,,-287413,,61536.3198,,82606232569,,0.212194206,,,
1476,127500,145117.8148,,,-126024,,17617.8148,,15882048576,,0.13817894,,,
1706,100000,162372.1344,,,-98294,,62372.1344,,9661710436,,0.623721344,,,
1571,215200,152244.599,,,-213629,,62955.401,,45637349641,,0.292543685,,,
3528,337000,299056.3528,,,-333472,,37943.6472,,1.11204E+11,,0.112592425,,,
1931,270000,179251.36,,,-268069,,90748.64,,71860988761,,0.336106074,,,
1506,264132,147368.3783,,,-262626,,116763.6217,,68972415876,,0.442065413,,,
2108,196500,192529.6842,,,-194392,,3970.3158,,37788249664,,0.020205169,,,
2410,160000,215185.356,,,-157590,,55185.356,,24834608100,,0.344908475,,,
1860,216837,173925.0266,,,-214977,,42911.9734,,46215110529,,0.197899682,,,
4695,538000,386603.2698,,,-533305,,151396.7302,,2.84414E+11,,0.281406562,,,
1543,134900,150144.0731,,,-133357,,15244.0731,,17784089449,,0.113002766,,,
2056,102000,188628.7076,,,-99944,,86628.7076,,9988803136,,0.849301055,,,
1539,107000,149843.998,,,-105461,,42843.998,,11122022521,,0.400411196,,,
1368,114500,137015.7865,,,-113132,,22515.7865,,12798849424,,0.196644424,,,
1973,395000,182402.1488,,,-393027,,212597.8512,,1.5447E+11,,0.538222408,,,
2070,162000,189678.9706,,,-159930,,27678.9706,,25577604900,,0.170857843,,,
1634,221500,156970.7822,,,-219866,,64529.2178,,48341057956,,0.291328297,,,
1656,142500,158621.1954,,,-140844,,16121.1954,,19837032336,,0.113131196,,,
2020,144000,185928.0315,,,-141980,,41928.0315,,20158320400,,0.291166885,,,
1979,135000,182852.2615,,,-133021,,47852.2615,,17694586441,,0.354461196,,,
1253,176000,128388.6267,,,-174747,,47611.3733,,30536514009,,0.270519166,,,
1990,175900,183677.4681,,,-173910,,7777.4681,,30244688100,,0.044215282,,,
1430,187100,141666.9509,,,-185670,,45433.0491,,34473348900,,0.242827627,,,
2207,165500,199956.5435,,,-163293,,34456.5435,,26664603849,,0.208196637,,,
1484,128000,145717.9651,,,-126516,,17717.9651,,16006298256,,0.138421602,,,
1593,161500,153895.0122,,,-159907,,7604.9878,,25570248649,,0.047089708,,,
2338,139000,209784.0038,,,-136662,,70784.0038,,18676502244,,0.509237437,,,
2740,233000,239941.5536,,,-230260,,6941.5536,,53019667600,,0.029792076,,,
901,107900,101982.0159,,,-106999,,5917.9841,,11448786001,,0.054846933,,,
2655,187500,233564.9573,,,-184845,,46064.9573,,34167674025,,0.245679772,,,
1161,160200,121486.8989,,,-159039,,38713.1011,,25293403521,,0.241654813,,,
1601,146800,154495.1624,,,-145199,,7695.1624,,21082749601,,0.052419362,,,
2875,269790,250069.089,,,-266915,,19720.911,,71243617225,,0.073097265,,,
1496,225000,146618.1905,,,-223504,,78381.8095,,49954038016,,0.348363598,,,
1895,194500,176550.6839,,,-192605,,17949.3161,,37096686025,,0.092284402,,,
1564,171000,151719.4675,,,-169436,,19280.5325,,28708558096,,0.112751652,,,
1285,143500,130789.2277,,,-142215,,12710.7723,,20225106225,,0.08857681,,,
1343,110000,135140.317,,,-108657,,25140.317,,11806343649,,0.228548336,,,
3140,485000,269949.0659,,,-481860,,215050.9341,,2.32189E+11,,0.443403988,,,
2337,175000,209708.985,,,-172663,,34708.985,,29812511569,,0.198337057,,,
2150,200000,195680.473,,,-197850,,4319.527,,39144622500,,0.021597635,,,
1393,109900,138891.256,,,-108507,,28991.256,,11773769049,,0.263796688,,,
2104,189000,192229.6091,,,-186896,,3229.6091,,34930114816,,0.017087879,,,
2822,582933,246093.0936,,,-580111,,336839.9064,,3.36529E+11,,0.5778364,,,
1940,118000,179926.5291,,,-116060,,61926.5291,,13469923600,,0.524801094,,,
1428,227680,141516.9134,,,-226252,,86163.0866,,51189967504,,0.378439418,,,
1380,135500,137916.0119,,,-134120,,2416.0119,,17988174400,,0.017830346,,,
2885,223500,250819.2768,,,-220615,,27319.2768,,48670978225,,0.122233901,,,
1602,159950,154570.1812,,,-158348,,5379.8188,,25074089104,,0.033634378,,,
2138,106000,194780.2476,,,-103862,,88780.2476,,10787315044,,0.837549506,,,
1972,181000,182327.1301,,,-179028,,1327.1301,,32051024784,,0.00733221,,,
1510,144500,147668.4534,,,-142990,,3168.4534,,20446140100,,0.021927013,,,
1044,55993,112709.7016,,,-54949,,56716.7016,,3019392601,,1.012924858,,,
2050,157900,188178.5949,,,-155850,,30278.5949,,24289222500,,0.191758042,,,
1250,116000,128163.5704,,,-114750,,12163.5704,,13167562500,,0.104858366,,,
1661,224900,158996.2893,,,-223239,,65903.7107,,49835651121,,0.293035619,,,
1494,137000,146468.1529,,,-135506,,9468.1529,,18361876036,,0.069110605,,,
2907,271000,252469.69,,,-268093,,18530.31,,71873856649,,0.068377528,,,
1556,155000,151119.3173,,,-153444,,3880.6827,,23545061136,,0.025036663,,,
2091,224000,191254.365,,,-221909,,32745.635,,49243604281,,0.146185871,,,
1640,183000,157420.8949,,,-181360,,25579.1051,,32891449600,,0.139776531,,,
936,93000,104607.6733,,,-92064,,11607.6733,,8475780096,,0.124813691,,,
1733,225000,164397.6415,,,-223267,,60602.3585,,49848153289,,0.269343816,,,
1489,139500,146093.059,,,-138011,,6593.059,,19047036121,,0.047262072,,,
1489,232600,146093.059,,,-231111,,86506.941,,53412294321,,0.371912902,,,
3720,385000,313459.9587,,,-381280,,71540.0413,,1.45374E+11,,0.185818289,,,
1568,109500,152019.5427,,,-107932,,42519.5427,,11649316624,,0.388306326,,,
1454,189000,143467.4017,,,-187546,,45532.5983,,35173502116,,0.240913219,,,
2375,185000,212559.6987,,,-182625,,27559.6987,,33351890625,,0.148971344,,,
1143,147400,120136.5609,,,-146257,,27263.4391,,21391110049,,0.184962273,,,
2432,166000,216835.7692,,,-163568,,50835.7692,,26754490624,,0.306239573,,,
1120,151000,118411.1289,,,-149880,,32588.8711,,22464014400,,0.215820338,,,
2312,237000,207833.5155,,,-234688,,29166.4845,,55078457344,,0.123065335,,,
1712,167000,162822.2471,,,-165288,,4177.7529,,27320122944,,0.025016484,,,
1716,139950,163122.3222,,,-138234,,23172.3222,,19108638756,,0.165575721,,,
1509,128000,147593.4346,,,-126491,,19593.4346,,15999973081,,0.153073708,,,
1897,153500,176700.7215,,,-151603,,23200.7215,,22983469609,,0.151144765,,,
1317,100000,133189.8287,,,-98683,,33189.8287,,9738334489,,0.331898287,,,
1099,144000,116835.7345,,,-142901,,27164.2655,,20420695801,,0.188640733,,,
1552,130500,150819.2422,,,-128948,,20319.2422,,16627586704,,0.155703005,,,
1638,140000,157270.8573,,,-138362,,17270.8573,,19144043044,,0.123363266,,,
1539,157500,149843.998,,,-155961,,7656.002,,24323833521,,0.048609537,,,
1477,174900,145192.8336,,,-173423,,29707.1664,,30075536929,,0.169852295,,,
1800,141000,169423.8998,,,-139200,,28423.8998,,19376640000,,0.201587942,,,
1416,153900,140616.688,,,-152484,,13283.312,,23251370256,,0.086311319,,,
3091,171000,266273.1456,,,-167909,,95273.1456,,28193432281,,0.557152898,,,
2288,213000,206033.0647,,,-210712,,6966.9353,,44399546944,,0.032708616,,,
1324,133500,133714.9602,,,-132176,,214.9602,,17470494976,,0.001610189,,,
2358,240000,211284.3794,,,-237642,,28715.6206,,56473720164,,0.119648419,,,
1855,187000,173549.9327,,,-185145,,13450.0673,,34278671025,,0.071925494,,,
1507,131500,147443.397,,,-129993,,15943.397,,16898180049,,0.121242563,,,
1456,215000,143617.4392,,,-213544,,71382.5608,,45601039936,,0.332011911,,,
2010,164000,185177.8437,,,-161990,,21177.8437,,26240760100,,0.129133193,,,
2009,158000,185102.8249,,,-155991,,27102.8249,,24333192081,,0.171536866,,,
2085,170000,190804.2523,,,-167915,,20804.2523,,28195447225,,0.122377955,,,
1699,127000,161847.0029,,,-125301,,34847.0029,,15700340601,,0.27438585,,,
1531,147000,149243.8478,,,-145469,,2243.8478,,21161229961,,0.015264271,,,
1481,174000,145492.9087,,,-172519,,28507.0913,,29762805361,,0.163833858,,,
1370,152000,137165.8241,,,-150630,,14834.1759,,22689396900,,0.097593263,,,
3273,250000,279926.5637,,,-246727,,29926.5637,,60874212529,,0.119706255,,,
1426,189950,141366.8758,,,-188524,,48583.1242,,35541298576,,0.255767961,,,
1880,131500,175425.4022,,,-129620,,43925.4022,,16801344400,,0.334033477,,,
1435,152000,142042.0448,,,-150565,,9957.9552,,22669819225,,0.065512863,,,
2296,132500,206633.215,,,-130204,,74133.215,,16953081616,,0.559495962,,,
1372,250580,137315.8616,,,-249208,,113264.1384,,62104627264,,0.452007895,,,
1830,148500,171674.4632,,,-146670,,23174.4632,,21512088900,,0.156056991,,,
1646,248900,157871.0076,,,-247254,,91028.9924,,61134540516,,0.36572516,,,
2052,129000,188328.6325,,,-126948,,59328.6325,,16115794704,,0.45991188,,,
2267,169000,204457.6704,,,-166733,,35457.6704,,27799893289,,0.209808701,,,
2699,236000,236865.7836,,,-233301,,865.7836,,54429356601,,0.003668575,,,
894,109500,101456.8845,,,-108606,,8043.1155,,11795263236,,0.07345311,,,
2187,200500,198456.1679,,,-198313,,2043.8321,,39328045969,,0.010193676,,,
910,116000,102657.185,,,-115090,,13342.815,,13245708100,,0.115024267,,,
1411,133000,140241.5941,,,-131589,,7241.5941,,17315664921,,0.054448076,,,
1131,66500,119236.3355,,,-65369,,52736.3355,,4273106161,,0.793027602,,,
2674,303477,234990.3141,,,-300803,,68486.6859,,90482444809,,0.225673398,,,
1673,132250,159896.5146,,,-130577,,27646.5146,,17050352929,,0.209047369,,,
3394,350000,289003.8362,,,-346606,,60996.1638,,1.20136E+11,,0.174274754,,,
2054,148000,188478.6701,,,-145946,,40478.6701,,21300234916,,0.273504528,,,
1510,136500,147668.4534,,,-134990,,11168.4534,,18222300100,,0.081820171,,,
2070,157000,189678.9706,,,-154930,,32678.9706,,24003304900,,0.20814631,,,
2619,187500,230864.2811,,,-184881,,43364.2811,,34180984161,,0.231276166,,,
1593,178000,153895.0122,,,-176407,,24104.9878,,31119429649,,0.13542128,,,
1749,118500,165597.942,,,-116751,,47097.942,,13630796001,,0.397450987,,,
1324,100000,133714.9602,,,-98676,,33714.9602,,9736952976,,0.337149602,,,
2947,328900,255470.4412,,,-325953,,73429.5588,,1.06245E+11,,0.223258008,,,
2240,145000,202432.1633,,,-142760,,57432.1633,,20380417600,,0.396083885,,,
1393,135500,138891.256,,,-134107,,3391.256,,17984687449,,0.02502772,,,
2568,268000,227038.3233,,,-265432,,40961.6767,,70454146624,,0.152842077,,,
2529,149500,224112.5909,,,-146971,,74612.5909,,21600474841,,0.499080876,,,
924,122900,103707.4479,,,-121976,,19192.5521,,14878144576,,0.156163972,,,
1909,172500,177600.9469,,,-170591,,5100.9469,,29101289281,,0.029570707,,,
1731,154500,164247.6039,,,-152769,,9747.6039,,23338367361,,0.063091287,,,
2447,165000,217961.0509,,,-162553,,52961.0509,,26423477809,,0.320976066,,,
1535,118858,149543.9229,,,-117323,,30685.9229,,13764686329,,0.25817297,,,
2196,140000,199131.3369,,,-137804,,59131.3369,,18989942416,,0.422366692,,,
1236,106500,127113.3075,,,-105264,,20613.3075,,11080509696,,0.193552183,,,
2240,142953,202432.1633,,,-140713,,59479.1633,,19800148369,,0.416074957,,,
4552,611657,375875.5842,,,-607105,,235781.4158,,3.68576E+11,,0.385479796,,,
1701,135000,161997.0405,,,-133299,,26997.0405,,17768623401,,0.199978078,,,
1180,110000,122912.2558,,,-108820,,12912.2558,,11841792400,,0.117384144,,,
2166,153000,196880.7735,,,-150834,,43880.7735,,22750895556,,0.286802441,,,
1509,180000,147593.4346,,,-178491,,32406.5654,,31859037081,,0.180036474,,,
1670,240000,159671.4583,,,-238330,,80328.5417,,56801188900,,0.334702257,,,
1501,125500,146993.2844,,,-123999,,21493.2844,,15375752001,,0.17126123,,,
1417,128000,140691.7068,,,-126583,,12691.7068,,16023255889,,0.099153959,,,
1699,255000,161847.0029,,,-253301,,93152.9971,,64161396601,,0.365305871,,,
2280,250000,205432.9145,,,-247720,,44567.0855,,61365198400,,0.178268342,,,
1203,131000,124637.6877,,,-129797,,6362.3123,,16847261209,,0.048567269,,,
1484,174000,145717.9651,,,-172516,,28282.0349,,29761770256,,0.16254043,,,
2717,154300,238216.1217,,,-151583,,83916.1217,,22977405889,,0.543850432,,,
1464,143500,144217.5895,,,-142036,,717.5895,,20174225296,,0.005000624,,,
1504,88000,147218.3407,,,-86496,,59218.3407,,7481558016,,0.67293569,,,
2286,145000,205883.0272,,,-142714,,60883.0272,,20367285796,,0.419882946,,,
1518,173733,148268.6036,,,-172215,,25464.3964,,29658006225,,0.146572018,,,
1092,75000,116310.6031,,,-73908,,41310.6031,,5462392464,,0.550808041,,,
530,35311,74150.04832,,,-34781,,38839.04832,,1209717961,,1.099913577,,,
2288,135000,206033.0647,,,-132712,,71033.0647,,17612474944,,0.52617085,,,
2175,238000,197555.9425,,,-235825,,40444.0575,,55613430625,,0.169933015,,,
1942,176500,180076.5666,,,-174558,,3576.5666,,30470495364,,0.020263833,,,
2535,201000,224562.7036,,,-198465,,23562.7036,,39388356225,,0.117227381,,,
3284,145900,280751.7703,,,-142616,,134851.7703,,20339323456,,0.924275328,,,
1344,169990,135215.3358,,,-168646,,34774.6642,,28441473316,,0.204568882,,,
1782,193000,168073.5617,,,-191218,,24926.4383,,36564323524,,0.12915253,,,
2311,207500,207758.4967,,,-205189,,258.4967,,42102525721,,0.001245767,,,
1893,175000,176400.6464,,,-173107,,1400.6464,,29966033449,,0.008003694,,,
2374,285000,212484.6799,,,-282626,,72515.3201,,79877455876,,0.25443972,,,
2530,176000,224187.6097,,,-173470,,48187.6097,,30091840900,,0.273793237,,,
1788,236500,168523.6744,,,-234712,,67976.3256,,55089722944,,0.287426324,,,
2236,222000,202132.0882,,,-219764,,19867.9118,,48296215696,,0.089495098,,,
1482,201000,145567.9275,,,-199518,,55432.0725,,39807432324,,0.275781455,,,
1263,117500,129138.8146,,,-116237,,11638.8146,,13511040169,,0.099053741,,,
1905,320000,177300.8717,,,-318095,,142699.1283,,1.01184E+11,,0.445934776,,,
1520,190000,148418.6412,,,-188480,,41581.3588,,35524710400,,0.218849257,,,
2494,242000,221486.9336,,,-239506,,20513.0664,,57363124036,,0.084764737,,,
747,79900,90429.12372,,,-79153,,10529.12372,,6265197409,,0.13177877,,,
2033,184900,186903.2757,,,-182867,,2003.2757,,33440339689,,0.010834374,,,
2312,253000,207833.5155,,,-250688,,45166.4845,,62844473344,,0.178523654,,,
2426,239799,216385.6565,,,-237373,,23413.3435,,56345941129,,0.097637369,,,
2403,244400,214660.2245,,,-241997,,29739.7755,,58562548009,,0.121684842,,,
2664,150900,234240.1263,,,-148236,,83340.1263,,21973911696,,0.552287119,,,
2832,214000,246843.2814,,,-211168,,32843.2814,,44591924224,,0.153473278,,,
2880,150000,250444.1829,,,-147120,,100444.1829,,21644294400,,0.669627886,,,
1632,143000,156820.7446,,,-141368,,13820.7446,,19984911424,,0.096648564,,,
1455,137500,143542.4204,,,-136045,,6042.4204,,18508242025,,0.043944876,,,
2837,124900,247218.3753,,,-122063,,122318.3753,,14899375969,,0.979330467,,,
1892,143000,176325.6276,,,-141108,,33325.6276,,19911467664,,0.233046347,,,
2929,270000,254120.1032,,,-267071,,15879.8968,,71326919041,,0.058814433,,,
1776,192500,167623.449,,,-190724,,24876.551,,36375644176,,0.129228836,,,
2363,197500,211659.4733,,,-195137,,14159.4733,,38078448769,,0.071693536,,,
1262,129000,129063.7958,,,-127738,,63.7958,,16316996644,,0.000494541,,,
1606,119900,154870.2563,,,-118294,,34970.2563,,13993470436,,0.291661854,,,
1428,133900,141516.9134,,,-132472,,7616.9134,,17548830784,,0.056885089,,,
2530,172000,224187.6097,,,-169470,,52187.6097,,28720080900,,0.303416335,,,
1925,127500,178801.2474,,,-125575,,51301.2474,,15769080625,,0.402362725,,,
2442,145000,217585.957,,,-142558,,72585.957,,20322783364,,0.500592807,,,
1514,124000,147968.5285,,,-122486,,23968.5285,,15002820196,,0.193294585,,,
1474,132000,144967.7773,,,-130526,,12967.7773,,17037036676,,0.098240737,,,
2036,185000,187128.332,,,-182964,,2128.332,,33475825296,,0.011504497,,,
2020,155000,185928.0315,,,-152980,,30928.0315,,23402880400,,0.199535687,,,
1554,116500,150969.2797,,,-114946,,34469.2797,,13212582916,,0.295873645,,,
3768,272000,317060.8601,,,-268232,,45060.8601,,71948405824,,0.165664927,,,
2104,155000,192229.6091,,,-152896,,37229.6091,,23377186816,,0.240191026,,,
1800,239000,169423.8998,,,-237200,,69576.1002,,56263840000,,0.29111339,,,
2518,214900,223287.3843,,,-212382,,8387.3843,,45106113924,,0.039029243,,,
1484,178900,145717.9651,,,-177416,,33182.0349,,31476437056,,0.185478116,,,
1736,160000,164622.6978,,,-158264,,4622.6978,,25047493696,,0.028891861,,,
2000,135000,184427.6559,,,-133000,,49427.6559,,17689000000,,0.366130784,,,
968,37900,107008.2743,,,-36932,,69108.2743,,1363972624,,1.823437317,,,
1608,140000,155020.2939,,,-138392,,15020.2939,,19152345664,,0.107287814,,,
1192,135000,123812.4811,,,-133808,,11187.5189,,17904580864,,0.08287051,,,
2193,173000,198906.2806,,,-170807,,25906.2806,,29175031249,,0.149747287,,,
918,99500,103257.3352,,,-98582,,3757.3352,,9718410724,,0.037762163,,,
1428,182000,141516.9134,,,-180572,,40483.0866,,32606247184,,0.222434542,,,
2019,167500,185853.0127,,,-165481,,18353.0127,,27383961361,,0.109570225,,,
2023,165000,186153.0879,,,-162977,,21153.0879,,26561502529,,0.128200533,,,
869,85500,99581.41497,,,-84631,,14081.41497,,7162406161,,0.164694912,,,
2347,199900,210459.1728,,,-197553,,10559.1728,,39027187809,,0.052822275,,,
1446,110000,142867.2514,,,-108554,,32867.2514,,11783970916,,0.298793195,,,
1772,139000,167323.3739,,,-137228,,28323.3739,,18831523984,,0.20376528,,,
1866,178400,174375.1393,,,-176534,,4024.8607,,31164253156,,0.022560878,,,
3466,336000,294405.1884,,,-332534,,41594.8116,,1.10579E+11,,0.123794082,,,
1266,159895,129363.8709,,,-158629,,30531.1291,,25163159641,,0.190944864,,,
2290,255900,206183.1023,,,-253610,,49716.8977,,64318032100,,0.194282523,,,
1734,126000,164472.6603,,,-124266,,38472.6603,,15442038756,,0.305338574,,,
2204,125000,199731.4872,,,-122796,,74731.4872,,15078857616,,0.597851898,,,
1635,117000,157045.801,,,-115365,,40045.801,,13309083225,,0.342271803,,,
3586,395192,303407.4421,,,-391606,,91784.5579,,1.53355E+11,,0.232253077,,,
2186,195000,198381.1491,,,-192814,,3381.1491,,37177238596,,0.017339226,,,
1576,197000,152619.6929,,,-195424,,44380.3071,,38190539776,,0.225280747,,,
3466,348000,294405.1884,,,-344534,,53594.8116,,1.18704E+11,,0.154008079,,,
1958,168000,181276.8671,,,-166042,,13276.8671,,27569945764,,0.079028971,,,
2387,187000,213459.924,,,-184613,,26459.924,,34081959769,,0.14149692,,,
1500,173900,146918.2656,,,-172400,,26981.7344,,29721760000,,0.15515661,,,
2890,337500,251194.3707,,,-334610,,86305.6293,,1.11964E+11,,0.255720383,,,
1614,121600,155470.4066,,,-119986,,33870.4066,,14396640196,,0.278539528,,,
1965,136500,181801.9986,,,-134535,,45301.9986,,18099666225,,0.331882774,,,
1442,185000,142567.1763,,,-183558,,42432.8237,,33693539364,,0.229366615,,,
1077,91000,115185.3213,,,-89923,,24185.3213,,8086145929,,0.265772762,,,
1894,206000,176475.6652,,,-204106,,29524.3348,,41659259236,,0.143322014,,,
944,82000,105207.8235,,,-81056,,23207.8235,,6570075136,,0.283022238,,,
691,86000,86228.07201,,,-85309,,228.07201,,7277625481,,0.002652,,,
1598,232000,154270.1061,,,-230402,,77729.8939,,53085081604,,0.335042646,,,
1680,136905,160421.6461,,,-135225,,23516.6461,,18285800625,,0.171773464,,,
1520,181000,148418.6412,,,-179480,,32581.3588,,32213070400,,0.180007507,,,
1580,149900,152919.768,,,-148320,,3019.768,,21998822400,,0.020145217,,,
2894,163500,251494.4458,,,-160606,,87994.4458,,25794287236,,0.538192329,,,
1365,88000,136790.7302,,,-86635,,48790.7302,,7505623225,,0.554440116,,,
1710,240000,162672.2095,,,-238290,,77327.7905,,56782124100,,0.322199127,,,
1008,102000,110009.0255,,,-100992,,8009.0255,,10199384064,,0.078519858,,,
